,SITE_NAME,INVOICE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,FACT_NBR
363,(0004KO),7293522867,01/02/2018,28/02/2018,1 996,"250,09",35
364,(0004KO),7293319851,01/03/2018,31/03/2018,2 208,"275,63",35
365,(0004KO),7293534003,01/04/2018,30/04/2018,2 146,"268,16",35
366,(0004KO),7293413195,01/05/2018,31/05/2018,2 261,"282,01",35
367,(0004KO),7293543396,01/06/2018,30/06/2018,2 194,"273,94",35
368,(0004KO),7293752671,01/07/2018,31/07/2018,2 293,"286,03",35
369,(0004KO),7293331014,01/08/2018,31/08/2018,2 325,"289,89",35
370,(0004KO),7292415194,01/09/2018,30/09/2018,2 213,"278,13",35
371,(0004KO),7293114846,01/10/2018,31/10/2018,2 693,"336,37",35
372,(0004KO),7294313621,01/11/2018,30/11/2018,2 597,"324,72",35
373,(0004KO),7293020499,01/12/2018,31/12/2018,2 679,"334,67",35
374,(0004KO),7293335434,01/01/2019,31/01/2019,2 678,"367,54",35
375,(0004KO),7294044545,01/02/2019,28/02/2019,2 416,"332,53",35
376,(0004KO),7292604722,01/03/2019,31/03/2019,2 672,"366,74",35
377,(0004KO),7294049310,01/04/2019,30/04/2019,2 386,"328,53",35
378,(0004KO),7294051715,01/05/2019,31/05/2019,2 457,"338,01",35
379,(0004KO),7293608854,01/06/2019,30/06/2019,2 463,"338,81",35
380,(0004KO),7292425654,01/07/2019,31/07/2019,2 542,"349,37",35
381,(0004KO),7293613757,01/08/2019,31/08/2019,2 528,"347,50",35
382,(0004KO),7293344257,01/09/2019,30/09/2019,2 390,"329,06",35
383,(0004KO),7292217276,01/10/2019,31/10/2019,2 461,"338,55",35
384,(0004KO),7294323922,01/11/2019,30/11/2019,2 376,"327,19",35
385,(0004KO),7294326246,01/12/2019,31/12/2019,2 435,"335,07",35
386,(0004KO),7294059396,01/01/2020,31/01/2020,2 444,"334,66",35
387,(0004KO),7294525921,01/02/2020,29/02/2020,2 354,"322,73",35
388,(0004KO),7293937310,01/03/2020,31/03/2020,2 556,"349,49",35
389,(0004KO),7294061862,01/04/2020,30/04/2020,2 569,"351,22",35
390,(0004KO),7293422362,01/05/2020,31/05/2020,2 656,"362,74",35
391,(0004KO),7292712403,01/06/2020,30/06/2020,2 615,"357,31",35
392,(0004KO),7292714655,01/07/2020,31/07/2020,2 796,"381,29",35
393,(0004KO),7293774998,01/08/2020,31/08/2020,2 878,"392,15",35
394,(0004KO),7294429343,01/09/2020,30/09/2020,2 728,"372,28",35
395,(0004KO),7294130727,01/10/2020,31/10/2020,2 785,"379,83",35
396,(0004KO),7294332763,01/11/2020,30/11/2020,2 668,"353,44",35
397,(0005KO),9100395708,01/01/2018,30/06/2018,14 134,"1 921,96",20
398,(0005KO),9100411013,01/07/2018,31/12/2018,16 400,"2 239,81",20
399,(0005KO),9100428819,01/01/2019,30/06/2019,18 832,"2 470,29",20
400,(0005KO),9100431866,01/07/2019,31/07/2019,3 412,"442,33",20
401,(0005KO),9100433454,01/08/2019,31/08/2019,2 804,"368,51",20
402,(0005KO),9100435871,01/09/2019,30/09/2019,2 683,"353,82",20
403,(0005KO),9100438145,01/10/2019,31/10/2019,2 758,"362,93",20
404,(0005KO),9100440424,01/11/2019,30/11/2019,2 654,"350,26",20
405,(0005KO),9100442958,01/12/2019,31/12/2019,2 719,"358,19",20
406,(0005KO),9100447754,01/01/2020,31/01/2020,2 732,"354,04",20
407,(0005KO),9100449958,01/02/2020,29/02/2020,2 623,"341,03",20
408,(0005KO),9100452526,01/03/2020,31/03/2020,2 776,"362,25",20
409,(0005KO),9100454537,01/04/2020,30/04/2020,2 811,"366,46",20
410,(0005KO),9100456760,01/05/2020,31/05/2020,2 936,"381,51",20
411,(0005KO),9100459350,01/06/2020,30/06/2020,2 906,"377,89",20
412,(0005KO),9100461497,01/07/2020,31/07/2020,3 058,"396,19",20
413,(0005KO),9100463879,01/08/2020,31/08/2020,3 120,"403,65",20
414,(0005KO),9100466159,01/09/2020,30/09/2020,3 017,"391,26",20
415,(0005KO),9100468383,01/10/2020,31/10/2020,3 058,"396,19",20
416,(0005KO),9100470448,01/11/2020,30/11/2020,2 913,"378,74",20
417,(0006BB),1300082549,01/01/2018,31/01/2018,2 195,"286,32",35
418,(0006BB),1300082549,01/02/2018,28/02/2018,1 999,"261,49",35
419,(0006BB),1300082549,01/03/2018,31/03/2018,2 203,"288,05",35
420,(0006BB),1300082549,01/04/2018,30/04/2018,2 174,"284,89",35
421,(0006BB),1300082549,01/05/2018,31/05/2018,2 306,"301,54",35
422,(0006BB),1300082549,01/06/2018,30/06/2018,2 306,"301,40",35
423,(0006BB),1300082549,01/07/2018,31/07/2018,2 759,"358,62",35
424,(0006BB),1300082549,01/08/2018,31/08/2018,2 781,"361,69",35
425,(0006BB),1300082549,01/09/2018,30/09/2018,2 647,"346,44",35
426,(0006BB),1300082549,01/10/2018,31/10/2018,2 708,"353,93",35
427,(0006BB),1300082549,01/11/2018,30/11/2018,2 609,"341,31",35
428,(0006BB),1300082549,01/12/2018,31/12/2018,2 827,"368,59",35
429,(0006BB),1300082549,01/01/2019,31/01/2019,2 829,"352,08",35
430,(0006BB),1300082549,01/02/2019,28/02/2019,2 475,"309,62",35
431,(0006BB),1300082549,01/03/2019,31/03/2019,2 713,"338,57",35
432,(0006BB),1300082549,01/04/2019,30/04/2019,2 505,"313,08",35
433,(0006BB),1300082549,01/05/2019,31/05/2019,2 600,"323,20",35
434,(0006BB),1300082549,01/06/2019,30/06/2019,2 770,"344,85",35
435,(0006BB),1300082549,01/07/2019,31/07/2019,2 861,"355,89",35
436,(0006BB),1300082549,01/08/2019,31/08/2019,2 826,"352,13",35
437,(0006BB),#,01/09/2019,30/09/2019,2 714,"338,31",35
438,(0006BB),1300082549,01/10/2019,31/10/2019,2 805,"349,08",35
439,(0006BB),1300082549,01/11/2019,30/11/2019,2 680,"334,16",35
440,(0006BB),9200080633,01/12/2019,31/12/2019,2 735,"340,42",35
441,(0006BB),1300082549,01/01/2020,31/01/2020,2 743,"392,84",35
442,(0006BB),1300082549,01/02/2020,29/02/2020,2 535,"365,54",35
443,(0006BB),1300082549,01/03/2020,31/03/2020,2 644,"383,08",35
444,(0006BB),1300082549,01/04/2020,30/04/2020,2 569,"371,58",35
445,(0006BB),1300082549,01/05/2020,31/05/2020,2 655,"383,26",35
446,(0006BB),1300082549,01/06/2020,30/06/2020,2 623,"378,94",35
447,(0006BB),#,01/07/2020,31/07/2020,2 755,"396,43",35
448,(0006BB),1300082549,01/08/2020,31/08/2020,2 797,"401,25",35
449,(0006BB),1300082549,01/09/2020,30/09/2020,3 171,"452,79",35
450,(0006BB),1300082549,01/10/2020,31/10/2020,3 464,"492,83",35
451,(0006BB),1300082549,01/11/2020,30/11/2020,3 315,"459,69",35
452,(0006BR),9100395303,01/01/2018,30/06/2018,13 640,"1 854,79",20
453,(0006BR),9100410598,01/07/2018,31/12/2018,14 222,"1 956,44",20
454,(0006BR),9100426910,01/01/2019,30/06/2019,13 696,"1 800,14",20
455,(0006BR),9100431736,01/07/2019,31/07/2019,2 493,"323,81",20
456,(0006BR),9100433563,01/08/2019,31/08/2019,2 656,"343,60",20
457,(0006BR),9100435926,01/09/2019,30/09/2019,2 598,"336,56",20
458,(0006BR),9100438059,01/10/2019,31/10/2019,2 619,"339,11",20
459,(0006BR),9100440304,01/11/2019,30/11/2019,2 502,"324,91",20
460,(0006BR),9100442867,01/12/2019,31/12/2019,2 548,"330,49",20
461,(0006BR),9100447709,01/01/2020,31/01/2020,2 544,"330,01",20
462,(0006BR),9100449878,01/02/2020,29/02/2020,2 417,"309,51",20
463,(0006BR),9100452443,01/03/2020,31/03/2020,2 601,"334,24",20
464,(0006BR),9100454505,01/04/2020,30/04/2020,2 621,"336,65",20
465,(0006BR),9100456729,01/05/2020,31/05/2020,2 705,"346,76",20
466,(0006BR),9100459269,01/06/2020,30/06/2020,2 632,"337,97",20
467,(0006BR),9100461617,01/07/2020,31/07/2020,2 779,"355,67",20
468,(0006BR),9100463730,01/08/2020,31/08/2020,2 816,"360,12",20
469,(0006BR),9100466054,01/09/2020,30/09/2020,2 703,"346,52",20
470,(0006BR),9100468229,01/10/2020,31/10/2020,2 759,"353,26",20
471,(0006BR),9100470502,01/11/2020,30/11/2020,2 638,"338,69",20
472,(0007BB),2818000009,01/01/2018,31/01/2018,1 555,"219,45",35
473,(0007BB),2818000027,01/02/2018,28/02/2018,1 436,"202,83",35
474,(0007BB),1800116,01/03/2018,31/03/2018,1 706,"225,19",35
475,(0007BB),1800130,01/04/2018,30/04/2018,1 523,"249,77",35
476,(0007BB),1800168,01/05/2018,31/05/2018,1 582,"272,10",35
477,(0007BB),1800207,01/06/2018,30/06/2018,1 714,"313,66",35
478,(0007BB),1800259,01/07/2018,31/07/2018,1 923,"355,76",35
479,(0007BB),1800297,01/08/2018,31/08/2018,2 119,"372,94",35
480,(0007BB),1800338,01/09/2018,30/09/2018,1 833,"318,94",35
481,(0007BB),1800378,01/10/2018,31/10/2018,1 939,"285,03",35
482,(0007BB),1800420,01/11/2018,30/11/2018,1 931,"262,62",35
483,(0007BB),1800460,01/12/2018,31/12/2018,1 956,"248,41",35
484,(0007BB),1900046,01/01/2019,31/01/2019,1 946,"280,22",35
485,(0007BB),1900085,01/02/2019,28/02/2019,1 939,"294,73",35
486,(0007BB),1900130,01/03/2019,31/03/2019,1 739,"276,50",35
487,(0007BB),1900167,01/04/2019,30/04/2019,1 885,"333,65",35
488,(0007BB),1900214,01/05/2019,31/05/2019,1 946,"340,55",35
489,(0007BB),1900259,01/06/2019,30/06/2019,1 805,"364,61",35
490,(0007BB),1900327,01/07/2019,31/07/2019,2 124,"426,92",35
491,(0007BB),1900374,01/08/2019,31/08/2019,2 075,"412,93",35
492,(0007BB),1900422,01/09/2019,30/09/2019,1 916,"367,87",35
493,(0007BB),1900471,01/10/2019,31/10/2019,2 246,"375,08",35
494,(0007BB),1900521,01/11/2019,30/11/2019,1 829,"287,15",35
495,(0007BB),1900580,01/12/2019,31/12/2019,2 004,"306,61",35
496,(0007BB),2000054,01/01/2020,31/01/2020,2 143,"317,16",35
497,(0007BB),2000111,01/02/2020,29/02/2020,1 440,"223,20",35
498,(0007BB),2000153,01/03/2020,31/03/2020,757,"120,36",35
499,(0007BB),2000199,01/04/2020,30/04/2020,3 133,"582,74",35
500,(0007BB),2000246,01/05/2020,31/05/2020,2 338,"425,52",35
501,(0007BB),2000293,01/06/2020,30/06/2020,1 725,"343,28",35
502,(0007BB),2000360,01/07/2020,31/07/2020,2 104,"414,49",35
503,(0007BB),2000405,01/08/2020,31/08/2020,1 915,"371,51",35
504,(0007BB),2000450,01/09/2020,30/09/2020,2 267,"428,46",35
505,(0007BB),2000501,01/10/2020,31/10/2020,1 857,"300,83",35
506,(0007BB),2000550,01/11/2020,30/11/2020,1 987,"309,97",35
507,(0007BR),7010671121,01/01/2018,31/01/2018,2 620,"281,73",35
508,(0007BR),7010674536,01/02/2018,28/02/2018,2 355,"254,07",35
509,(0007BR),7010677303,01/03/2018,31/03/2018,2 755,"294,96",35
510,(0007BR),7010680430,01/04/2018,30/04/2018,3 149,"334,89",35
511,(0007BR),7010682689,01/05/2018,31/05/2018,3 848,"407,32",35
512,(0007BR),7010685153,01/06/2018,30/06/2018,3 718,"393,85",35
513,(0007BR),7010687605,01/07/2018,31/07/2018,4 107,"434,44",35
514,(0007BR),7010690122,01/08/2018,31/08/2018,4 237,"447,92",35
515,(0007BR),7010693510,01/09/2018,30/09/2018,3 326,"356,08",35
516,(0007BR),7010696602,01/10/2018,31/10/2018,2 613,"281,79",35
517,(0007BR),7010698523,01/11/2018,30/11/2018,2 396,"259,19",35
518,(0007BR),7010701285,01/12/2018,31/12/2018,2 511,"271,31",35
519,(0007BR),7010705839,01/01/2019,31/01/2019,2 500,"263,64",35
520,(0007BR),7010710054,01/02/2019,28/02/2019,2 227,"235,58",35
521,(0007BR),7010713168,01/03/2019,31/03/2019,2 538,"267,20",35
522,(0007BR),7010718299,01/04/2019,30/04/2019,2 520,"265,35",35
523,(0007BR),7010722173,01/05/2019,31/05/2019,2 581,"271,61",35
524,(0007BR),7010724621,01/06/2019,30/06/2019,2 816,"296,42",35
525,(0007BR),7010727192,01/07/2019,31/07/2019,2 731,"287,14",35
526,(0007BR),7010729531,01/08/2019,31/08/2019,2 775,"291,72",35
527,(0007BR),7010731590,01/09/2019,30/09/2019,2 636,"277,46",35
528,(0007BR),7010735200,01/10/2019,31/10/2019,2 721,"286,23",35
529,(0007BR),7010737367,01/11/2019,30/11/2019,2 584,"272,27",35
530,(0007BR),7010740643,01/12/2019,31/12/2019,2 772,"291,44",35
531,(0007BR),7010745551,01/01/2020,31/01/2020,2 834,"355,75",35
532,(0007BR),7010749427,01/02/2020,29/02/2020,2 688,"337,88",35
533,(0007BR),7010752580,01/03/2020,31/03/2020,2 820,"352,29",35
534,(0007BR),7010755366,01/04/2020,30/04/2020,2 812,"351,17",35
535,(0007BR),7010757787,01/05/2020,31/05/2020,2 811,"352,71",35
536,(0007BR),7010760352,01/06/2020,30/06/2020,2 747,"344,48",35
537,(0007BR),7010762664,01/07/2020,31/07/2020,2 887,"359,93",35
538,(0007BR),7010766224,01/08/2020,31/08/2020,2 914,"363,22",35
539,(0007BR),7010768671,01/09/2020,30/09/2020,2 802,"349,58",35
540,(0007BR),7010772334,01/10/2020,31/10/2020,2 836,"353,72",35
541,(0007BR),7010775129,01/11/2020,30/11/2020,2 690,"335,95",35
542,(0008BB),1300003028,01/01/2018,31/12/2018,38 519,"5 096,07",24
543,(0008BB),1300003030,01/01/2019,31/01/2019,3 559,"448,59",24
544,(0008BB),1300003030,01/02/2019,28/02/2019,3 123,"385,65",24
545,(0008BB),1300003030,01/03/2019,31/03/2019,3 450,"424,95",24
546,(0008BB),1300003030,01/04/2019,30/04/2019,3 130,"385,91",24
547,(0008BB),1300003030,01/05/2019,31/05/2019,3 174,"390,34",24
548,(0008BB),1300003030,01/06/2019,30/06/2019,3 376,"415,66",24
549,(0008BB),1300003030,01/07/2019,31/07/2019,3 527,"434,07",24
550,(0008BB),1300003030,01/08/2019,31/08/2019,3 545,"435,75",24
551,(0008BB),#,01/09/2019,30/09/2019,3 371,"414,48",24
552,(0008BB),1300003030,01/10/2019,31/10/2019,3 434,"421,74",24
553,(0008BB),1300003030,01/11/2019,30/11/2019,3 284,"403,80",24
554,(0008BB),9200078815,01/12/2019,31/12/2019,3 269,"401,94",24
555,(0008BB),1300003030,01/01/2020,31/01/2020,3 277,"463,95",24
556,(0008BB),1300003030,01/02/2020,29/02/2020,3 062,"435,72",24
557,(0008BB),1300003030,01/03/2020,31/03/2020,3 247,"464,40",24
558,(0008BB),1300003030,01/04/2020,30/04/2020,3 131,"446,82",24
559,(0008BB),1300003030,01/05/2020,31/05/2020,3 235,"460,84",24
560,(0008BB),1300003030,01/06/2020,30/06/2020,3 267,"465,56",24
561,(0008BB),#,01/07/2020,31/07/2020,3 524,"500,24",24
562,(0008BB),1300003030,01/08/2020,31/08/2020,3 516,"497,99",24
563,(0008BB),1300003030,01/09/2020,30/09/2020,3 294,"467,29",24
564,(0008BB),1300003030,01/10/2020,31/10/2020,3 378,"478,44",24
565,(0008BB),1300003030,01/11/2020,30/11/2020,3 186,"442,00",24
566,(0008BR),7010700389,01/01/2018,31/12/2018,28 936,"3 342,01",3
567,(0008BR),7171092377,01/01/2019,11/09/2019,20 339,"2 305,16",3
568,(0008BR),7010740439,12/09/2019,31/12/2019,9 483,"1 067,71",3
569,(0008KO),7293511510,01/01/2018,31/01/2018,2 484,"307,08",35
570,(0008KO),7293522867,01/02/2018,28/02/2018,2 298,"284,67",35
571,(0008KO),7293319851,01/03/2018,31/03/2018,2 503,"309,37",35
572,(0008KO),7293534003,01/04/2018,30/04/2018,2 419,"299,25",35
573,(0008KO),7293413195,01/05/2018,31/05/2018,2 508,"309,97",35
574,(0008KO),7293543396,01/06/2018,30/06/2018,2 426,"300,09",35
575,(0008KO),7293752671,01/07/2018,31/07/2018,2 517,"311,23",35
576,(0008KO),7293331014,01/08/2018,31/08/2018,2 510,"310,39",35
577,(0008KO),7292415194,01/09/2018,30/09/2018,2 426,"302,17",35
578,(0008KO),7293114846,01/10/2018,31/10/2018,2 843,"352,77",35
579,(0008KO),7294313622,01/11/2018,30/11/2018,2 884,"357,75",35
580,(0008KO),7293020500,01/12/2018,31/12/2018,2 957,"366,61",35
581,(0008KO),7293335435,01/01/2019,31/01/2019,2 965,"404,07",35
582,(0008KO),7294044546,01/02/2019,28/02/2019,2 673,"365,05",35
583,(0008KO),7292604723,01/03/2019,31/03/2019,2 957,"403,00",35
584,(0008KO),7294049311,01/04/2019,30/04/2019,2 727,"372,27",35
585,(0008KO),7294051716,01/05/2019,31/05/2019,2 613,"357,04",35
586,(0008KO),7293608855,01/06/2019,30/06/2019,2 584,"353,16",35
587,(0008KO),7292425655,01/07/2019,31/07/2019,2 633,"359,71",35
588,(0008KO),7293613758,01/08/2019,31/08/2019,2 653,"362,38",35
589,(0008KO),7293344258,01/09/2019,30/09/2019,2 558,"349,69",35
590,(0008KO),7292217277,01/10/2019,31/10/2019,2 651,"362,11",35
591,(0008KO),7293616107,01/11/2019,30/11/2019,2 551,"348,75",35
592,(0008KO),7294326247,01/12/2019,31/12/2019,2 610,"356,64",35
593,(0008KO),7294059397,01/01/2020,31/01/2020,2 625,"356,59",35
594,(0008KO),7294525922,01/02/2020,29/02/2020,2 519,"342,55",35
595,(0008KO),7293937311,01/03/2020,31/03/2020,2 680,"363,88",35
596,(0008KO),7294061863,01/04/2020,30/04/2020,2 693,"365,60",35
597,(0008KO),7293422363,01/05/2020,31/05/2020,2 791,"378,58",35
598,(0008KO),7292712404,01/06/2020,30/06/2020,2 718,"368,91",35
599,(0008KO),7292714656,01/07/2020,31/07/2020,2 868,"388,79",35
600,(0008KO),7293774999,01/08/2020,31/08/2020,2 902,"393,29",35
601,(0008KO),7294429344,01/09/2020,30/09/2020,2 831,"383,88",35
602,(0008KO),7294130728,01/10/2020,31/10/2020,2 902,"393,29",35
603,(0008KO),7294332764,01/11/2020,30/11/2020,2 781,"377,26",35
604,(0009BB),1300082549,01/01/2018,31/01/2018,2 370,"306,70",35
605,(0009BB),1300082549,01/02/2018,28/02/2018,2 135,"277,21",35
606,(0009BB),1300082549,01/03/2018,31/03/2018,2 366,"306,45",35
607,(0009BB),1300082549,01/04/2018,30/04/2018,2 436,"314,57",35
608,(0009BB),1300082549,01/05/2018,31/05/2018,2 582,"333,98",35
609,(0009BB),1300082549,01/06/2018,30/06/2018,2 540,"327,70",35
610,(0009BB),1300082549,01/07/2018,31/07/2018,2 943,"379,44",35
611,(0009BB),1300082549,01/08/2018,31/08/2018,2 964,"382,43",35
612,(0009BB),1300082549,01/09/2018,30/09/2018,2 835,"367,86",35
613,(0009BB),1300082549,01/10/2018,31/10/2018,2 913,"377,68",35
614,(0009BB),1300082549,01/11/2018,30/11/2018,2 797,"362,88",35
615,(0009BB),1300082549,01/12/2018,31/12/2018,3 021,"390,99",35
616,(0009BB),1300082549,01/01/2019,31/01/2019,3 027,"373,70",35
617,(0009BB),1300082549,01/02/2019,28/02/2019,2 675,"333,61",35
618,(0009BB),1300082549,01/03/2019,31/03/2019,3 006,"372,20",35
619,(0009BB),1300082549,01/04/2019,30/04/2019,2 683,"331,52",35
620,(0009BB),1300082549,01/05/2019,31/05/2019,2 782,"340,73",35
621,(0009BB),1300082549,01/06/2019,30/06/2019,2 998,"367,70",35
622,(0009BB),1300082549,01/07/2019,31/07/2019,3 031,"370,77",35
623,(0009BB),1300082549,01/08/2019,31/08/2019,3 073,"376,80",35
624,(0009BB),#,01/09/2019,30/09/2019,2 866,"354,27",35
625,(0009BB),1300082549,01/10/2019,31/10/2019,2 937,"362,61",35
626,(0009BB),1300082549,01/11/2019,30/11/2019,2 750,"339,48",35
627,(0009BB),9200080633,01/12/2019,31/12/2019,2 812,"346,81",35
628,(0009BB),1300082549,01/01/2020,31/01/2020,2 815,"399,87",35
629,(0009BB),1300082549,01/02/2020,29/02/2020,2 611,"373,14",35
630,(0009BB),1300082549,01/03/2020,31/03/2020,2 738,"393,38",35
631,(0009BB),1300082549,01/04/2020,30/04/2020,2 658,"381,03",35
632,(0009BB),1300082549,01/05/2020,31/05/2020,2 742,"392,39",35
633,(0009BB),1300082549,01/06/2020,30/06/2020,2 697,"386,03",35
634,(0009BB),#,01/07/2020,31/07/2020,2 843,"405,42",35
635,(0009BB),1300082549,01/08/2020,31/08/2020,2 895,"411,47",35
636,(0009BB),1300082549,01/09/2020,30/09/2020,2 768,"393,75",35
637,(0009BB),1300082549,01/10/2020,31/10/2020,2 846,"404,49",35
638,(0009BB),1300082549,01/11/2020,30/11/2020,2 731,"378,69",35
639,(0009BR),4100000391,01/01/2018,31/03/2018,6 516,"982,92",11
640,(0009BR),4100000485,01/04/2018,02/07/2018,6 591,"791,76",11
641,(0009BR),4100000658,01/07/2018,30/09/2018,6 741,"806,03",11
642,(0009BR),4100000786,01/10/2018,31/12/2018,7 399,"917,76",11
643,(0009BR),4100000179,01/01/2019,31/03/2019,6 774,"997,27",11
644,(0009BR),4100000346,01/04/2019,30/06/2019,7 421,"1 274,48",11
645,(0009BR),4100000527,01/07/2019,30/09/2019,7 650,"1 300,58",11
646,(0009BR),4100000599,01/10/2019,31/12/2019,7 427,"1 301,21",11
647,(0009BR),4100000132,01/01/2020,31/03/2020,7 322,"1 278,42",11
648,(0009BR),4100000215,01/04/2020,30/06/2020,7 325,"1 317,53",11
649,(0009BR),4100000325,01/07/2020,30/09/2020,7 516,"1 238,88",11
650,(0009KO),10180275,01/01/2018,31/03/2018,7 741,"994,72",11
651,(0009KO),10180607,01/04/2018,30/06/2018,7 551,"999,00",11
652,(0009KO),10180887,01/07/2018,30/09/2018,7 910,"1 021,18",11
653,(0009KO),10181154,01/10/2018,31/12/2018,7 950,"1 042,25",11
654,(0009KO),10190248,01/01/2019,31/03/2019,9 378,"1 208,82",11
655,(0009KO),10190551,01/04/2019,30/06/2019,8 192,"1 117,39",11
656,(0009KO),10190814,01/07/2019,30/09/2019,8 130,"1 017,06",11
657,(0009KO),10191074,01/10/2019,31/12/2019,8 040,"1 000,18",11
658,(0009KO),10200256,01/01/2020,31/03/2020,8 080,"1 092,42",11
659,(0009KO),10200543,01/04/2020,30/06/2020,8 511,"1 225,58",11
660,(0009KO),10200784,01/07/2020,30/09/2020,8 849,"1 251,25",11
661,(0010BB),1300082549,01/01/2018,31/01/2018,2 467,"318,71",35
662,(0010BB),1300082549,01/02/2018,28/02/2018,2 172,"281,64",35
663,(0010BB),1300082549,01/03/2018,31/03/2018,2 494,"322,51",35
664,(0010BB),1300082549,01/04/2018,30/04/2018,2 504,"323,93",35
665,(0010BB),1300082549,01/05/2018,31/05/2018,2 897,"373,23",35
666,(0010BB),1300082549,01/06/2018,30/06/2018,3 015,"388,53",35
667,(0010BB),1300082549,01/07/2018,31/07/2018,3 195,"411,86",35
668,(0010BB),1300082549,01/08/2018,31/08/2018,3 220,"415,38",35
669,(0010BB),1300082549,01/09/2018,30/09/2018,3 030,"393,23",35
670,(0010BB),1300082549,01/10/2018,31/10/2018,3 073,"397,86",35
671,(0010BB),1300082549,01/11/2018,30/11/2018,3 029,"392,19",35
672,(0010BB),1300082549,01/12/2018,31/12/2018,3 244,"418,95",35
673,(0010BB),1300082549,01/01/2019,31/01/2019,3 218,"395,91",35
674,(0010BB),1300082549,01/02/2019,28/02/2019,2 851,"353,96",35
675,(0010BB),1300082549,01/03/2019,31/03/2019,3 158,"389,55",35
676,(0010BB),1300082549,01/04/2019,30/04/2019,2 735,"337,49",35
677,(0010BB),1300082549,01/05/2019,31/05/2019,2 799,"344,49",35
678,(0010BB),1300082549,01/06/2019,30/06/2019,2 992,"369,14",35
679,(0010BB),1300082549,01/07/2019,31/07/2019,3 088,"379,54",35
680,(0010BB),1300082549,01/08/2019,31/08/2019,3 125,"384,93",35
681,(0010BB),#,01/09/2019,30/09/2019,2 954,"365,29",35
682,(0010BB),1300082549,01/10/2019,31/10/2019,3 018,"371,89",35
683,(0010BB),1300082549,01/11/2019,30/11/2019,2 858,"352,46",35
684,(0010BB),9200080633,01/12/2019,31/12/2019,2 935,"361,65",35
685,(0010BB),1300082549,01/01/2020,31/01/2020,2 932,"415,96",35
686,(0010BB),1300082549,01/02/2020,29/02/2020,2 722,"388,40",35
687,(0010BB),1300082549,01/03/2020,31/03/2020,2 883,"413,84",35
688,(0010BB),1300082549,01/04/2020,30/04/2020,2 803,"401,36",35
689,(0010BB),1300082549,01/05/2020,31/05/2020,2 893,"413,48",35
690,(0010BB),1300082549,01/06/2020,30/06/2020,2 848,"407,01",35
691,(0010BB),#,01/07/2020,31/07/2020,2 981,"424,52",35
692,(0010BB),1300082549,01/08/2020,31/08/2020,3 038,"431,47",35
693,(0010BB),1300082549,01/09/2020,30/09/2020,2 911,"413,90",35
694,(0010BB),1300082549,01/10/2020,31/10/2020,2 985,"423,65",35
695,(0010BB),1300082549,01/11/2020,30/11/2020,2 860,"396,52",35
696,(0010BR),7010671121,01/01/2018,31/01/2018,2 453,"267,99",35
697,(0010BR),7010674536,01/02/2018,28/02/2018,2 226,"243,87",35
698,(0010BR),7010677303,01/03/2018,31/03/2018,2 495,"272,30",35
699,(0010BR),7010680430,01/04/2018,30/04/2018,2 443,"266,78",35
700,(0010BR),7010682689,01/05/2018,31/05/2018,2 551,"278,15",35
701,(0010BR),7010685153,01/06/2018,30/06/2018,2 471,"269,63",35
702,(0010BR),7010687605,01/07/2018,31/07/2018,2 551,"278,27",35
703,(0010BR),7010690122,01/08/2018,31/08/2018,2 555,"278,64",35
704,(0010BR),7010693510,01/09/2018,30/09/2018,2 441,"268,45",35
705,(0010BR),7010696602,01/10/2018,31/10/2018,2 507,"275,44",35
